CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC,Erythrocyte_progenitors,Adipocytes,Cortical_neurons,Hepatocytes,Lung_cells,Pancreatic_beta_cells,Pancreatic_acinar_cells,Pancreatic_duct_cells,Vascular_endothelial_cells,Colon_epithelial_cells,Left_atrium,Bladder,Breast,Head_and_neck_larynx,Kidney,Prostate,Thyroid,Upper_GI,Uterus_cervix
cg03717570,0.9677,0.659,0.9663,0.9684,0.9702,0.9663,0.9815,0.9724,0.9774,0.9753,0.9749,0.9739,0.9731,0.9632,0.9648,0.9752,0.9777,0.9686,0.9718,0.9751,0.9748,0.9746,0.9744,0.9542,0.8755
cg06943385,0.9118,0.6305,0.9068,0.9004,0.9216,0.8956,0.9553,0.8828,0.9108,0.9056,0.9072,0.895475,0.9034,0.9207,0.8942,0.9298,0.9428,0.912,0.9242,0.9283,0.915,0.9199,0.9195,0.8852,0.8367
cg01199327,0.9434,0.3796,0.9513,0.9406,0.9537,0.9345,0.9742,0.9378,0.9648,0.9501,0.9406,0.9135,0.9302,0.9359,0.8968,0.9605,0.9659,0.9597,0.961,0.9466,0.9407,0.9414,0.8278,0.9231,0.9512
cg22697239,0.9373,0.292,0.9399,0.9345,0.9572,0.9129,0.978,0.883,0.9449,0.9134,0.9026,0.85985,0.9311,0.85,0.8414,0.9675,0.9418,0.9483,0.9707,0.9469,0.9135,0.9217,0.6879,0.9447,0.9395
cg01152616,0.8722,0.6287,0.88,0.8815,0.8944,0.8751,0.9125,0.9085,0.8692,0.8888,0.8723,0.88525,0.8792,0.882,0.84,0.8724,0.9055,0.9121,0.9113,0.9215,0.9202,0.9195,0.9126,0.9079,0.903
cg13584784,0.8158,0.448,0.9497,0.9356,0.9545,0.9347,0.9537,0.9388,0.908,0.9455,0.9386,0.921725,0.9395,0.9584,0.9002,0.9578,0.9302,0.9447,0.9357,0.9512,0.9451,0.9403,0.9458,0.9169,0.926
cg01676996,0.8184,0.5632,0.8107,0.8083,0.8321,0.8004,0.8906,0.878,0.7842,0.8049,0.8178,0.81355,0.8308,0.7943,0.709,0.8291,0.8744,0.8974,0.8955,0.9197,0.9178,0.9128,0.8957,0.8864,0.8803
cg05143092,0.872,0.554,0.9152,0.9148,0.9192,0.9205,0.9398,0.9016,0.8856,0.9278,0.9178,0.8926,0.9048,0.9264,0.8808,0.9303,0.9216,0.9107,0.9232,0.9169,0.917,0.9095,0.9162,0.8841,0.9211
cg14331899,0.8637,0.2221,0.9321,0.9306,0.9426,0.8952,0.9649,0.957,0.9347,0.9492,0.387,0.92265,0.8885,0.9423,0.9022,0.7869,0.9566,0.9605,0.9577,0.9248,0.9599,0.956,0.929,0.9356,0.949
cg05480110,0.9403,0.1436,0.9398,0.9267,0.9452,0.9402,0.9737,0.9731,0.9353,0.9281,0.8004,0.954775,0.9385,0.9466,0.9307,0.7354,0.9756,0.8904,0.9555,0.8804,0.8026,0.8949,0.4123,0.9139,0.886
cg10067737,0.9438,0.4288,0.9429,0.9371,0.9432,0.9429,0.9289,0.9284,0.9334,0.8871,0.9408,0.933075,0.9087,0.9256,0.9195,0.9498,0.9428,0.9374,0.886,0.9332,0.9411,0.922,0.9243,0.895,0.927
cg18445426,0.9388,0.524,0.9247,0.9228,0.927,0.9237,0.9425,0.9401,0.9108,0.8732,0.9198,0.927475,0.9233,0.9117,0.8892,0.9201,0.942,0.9461,0.9278,0.9491,0.9385,0.9354,0.9432,0.9333,0.947
cg25683989,0.8882,0.0606,0.889,0.8678,0.896,0.8758,0.9064,0.9129,0.8599,0.7913,0.8343,0.835575,0.8175,0.881,0.8497,0.8677,0.9166,0.9129,0.9141,0.9133,0.904,0.921,0.8743,0.9025,0.9287
cg23087108,0.975,0.614,0.9764,0.9083,0.9823,0.981,0.9889,0.9815,0.5987,0.9833,0.9827,0.98445,0.9869,0.9889,0.9717,0.9787,0.9824,0.9889,0.8076,0.96,0.9238,0.9781,0.9574,0.981,0.9792
cg05934015,0.9469,0.5485,0.9562,0.6984,0.9302,0.9507,0.9715,0.9611,0.889,0.9679,0.9608,0.96095,0.958,0.975,0.937,0.9727,0.9261,0.9698,0.952,0.9618,0.9645,0.9571,0.9471,0.9237,0.9646
cg02742418,0.8838,0.1782,0.8855,0.672,0.8441,0.8827,0.9192,0.8997,0.847,0.9043,0.8975,0.923325,0.9177,0.9175,0.8878,0.9252,0.9129,0.9221,0.9145,0.9329,0.9048,0.9186,0.9127,0.9016,0.9188
cg09717923,0.9082,0.4361,0.7134,0.8836,0.7235,0.9214,0.971,0.9536,0.878,0.9675,0.9394,0.956975,0.9516,0.9634,0.8903,0.9531,0.9556,0.9714,0.9654,0.9751,0.9727,0.9592,0.9622,0.9593,0.9434
cg14936008,0.9133,0.1176,0.9082,0.9144,0.9113,0.9065,0.9331,0.8546,0.8006,0.8336,0.9091,0.833425,0.892,0.8933,0.8304,0.9193,0.872,0.892,0.8986,0.909,0.9013,0.898,0.855,0.8705,0.8947
cg26615224,0.963,0.6447,0.953,0.9601,0.9638,0.9539,0.98,0.9344,0.9489,0.9666,0.9552,0.951425,0.9444,0.9631,0.9102,0.9452,0.9595,0.9704,0.9425,0.959,0.9661,0.9655,0.9407,0.9429,0.9428
cg17995557,0.8688,0.0475,0.8532,0.7179,0.8612,0.8424,0.8971,0.9029,0.8746,0.8961,0.8886,0.866225,0.8782,0.8922,0.8644,0.8914,0.9351,0.8889,0.8964,0.9044,0.8762,0.8715,0.8909,0.8394,0.8993
cg07015784,0.8494,0.367,0.9439,0.8558,0.9441,0.7867,0.8765,0.9285,0.9381,0.9597,0.9262,0.93505,0.9382,0.9525,0.9111,0.9561,0.9624,0.9513,0.8084,0.8617,0.9496,0.9217,0.9435,0.9498,0.9461
cg06934654,0.7642,0.5653,0.9409,0.9424,0.9592,0.9063,0.9795,0.952,0.9647,0.9679,0.9355,0.967,0.9599,0.97,0.9164,0.9713,0.9408,0.9448,0.9428,0.9388,0.9616,0.9575,0.9475,0.9186,0.9568
cg01453814,0.9457,0.2738,0.9446,0.6101,0.9123,0.9556,0.8477,0.9512,0.939,0.9086,0.9329,0.950375,0.9174,0.91,0.9198,0.9224,0.924,0.9342,0.9505,0.9395,0.9454,0.9471,0.9346,0.95,0.9509
cg00041047,0.9201,0.1748,0.9189,0.3739,0.8591,0.932,0.9132,0.9512,0.893,0.8727,0.8765,0.94085,0.8909,0.8599,0.838,0.898,0.9258,0.9415,0.9372,0.9232,0.9339,0.9396,0.9352,0.9446,0.9284
cg06237487,0.8514,0.321,0.8382,0.352,0.7361,0.87,0.8036,0.9028,0.8522,0.8313,0.8335,0.8609,0.8328,0.8311,0.8172,0.7974,0.877,0.8705,0.8894,0.9051,0.8883,0.9043,0.8988,0.881,0.9185
cg24188017,0.8533,0.2075,0.819,0.2208,0.702,0.8807,0.8168,0.8923,0.8717,0.8626,0.8574,0.897275,0.8815,0.8584,0.8402,0.8189,0.8861,0.8743,0.8949,0.8922,0.8983,0.9052,0.9093,0.8824,0.9121
cg17232476,0.8324,0.0628,0.8643,0.8661,0.8656,0.8645,0.8917,0.8608,0.8825,0.8813,0.904,0.87005,0.8159,0.8973,0.8702,0.912,0.9018,0.8715,0.8875,0.8655,0.8972,0.8765,0.8748,0.8451,0.8787
cg05921138,0.2206,0.043,0.7698,0.7676,0.7404,0.8534,0.9355,0.8254,0.8681,0.8926,0.878,0.856925,0.6855,0.8968,0.8215,0.8996,0.8654,0.8714,0.8614,0.8589,0.8713,0.8823,0.8893,0.854,0.8859
cg16085171,0.8962,0.1256,0.8834,0.8831,0.8949,0.8909,0.913,0.8765,0.744,0.8582,0.9007,0.885625,0.8757,0.8994,0.8702,0.9098,0.8417,0.8934,0.8994,0.922,0.904,0.9081,0.9173,0.8716,0.82
cg15035590,0.8996,0.1083,0.8993,0.9078,0.913,0.8964,0.9042,0.8431,0.7546,0.8978,0.9219,0.786775,0.885,0.9067,0.8814,0.8969,0.872,0.9043,0.7839,0.8531,0.9067,0.8865,0.9114,0.8744,0.9143
cg03382805,0.921,0.342,0.9184,0.9028,0.9215,0.9228,0.9602,0.8361,0.9391,0.9293,0.9124,0.8983,0.9182,0.9438,0.9042,0.9347,0.9291,0.8884,0.8911,0.9063,0.9155,0.9108,0.8804,0.8842,0.8757
cg25087423,0.9004,0.0675,0.5998,0.8654,0.8378,0.8968,0.946,0.8968,0.7303,0.9037,0.8872,0.8714,0.8982,0.8805,0.8712,0.9058,0.9176,0.8833,0.908,0.8931,0.9011,0.8886,0.8866,0.8647,0.9009
cg16235962,0.8045,0.0677,0.3041,0.6679,0.4879,0.8137,0.8523,0.5417,0.6229,0.7632,0.5446,0.6124,0.6263,0.5593,0.5701,0.824,0.5405,0.5491,0.6769,0.6177,0.6773,0.6545,0.5352,0.5862,0.6376
cg26164712,0.8543,0.0602,0.5211,0.8434,0.7842,0.84,0.9187,0.8103,0.685,0.8965,0.7905,0.79245,0.8363,0.8596,0.7404,0.8489,0.8661,0.8824,0.8762,0.8449,0.8599,0.8416,0.8087,0.8335,0.8715
cg04625873,0.7372,0.0607,0.312,0.5664,0.4635,0.7019,0.8573,0.6149,0.6354,0.8124,0.6085,0.54895,0.6927,0.7077,0.5063,0.6853,0.6078,0.6549,0.7141,0.6288,0.6263,0.6094,0.6411,0.6239,0.5927
cg03680932,0.9476,0.6765,0.9674,0.9664,0.9724,0.9629,0.969,0.9566,0.9052,0.962,0.9555,0.943375,0.9683,0.9386,0.9092,0.9692,0.9508,0.9702,0.9693,0.9697,0.9703,0.9501,0.9455,0.9538,0.9552
cg07337602,0.8813,0.1266,0.9022,0.8765,0.9062,0.8175,0.8622,0.9206,0.73,0.9014,0.6748,0.873675,0.8917,0.9063,0.8804,0.895,0.8101,0.9463,0.9214,0.9306,0.9183,0.9303,0.8932,0.8954,0.9224
cg18067520,0.7321,0.0384,0.8766,0.8407,0.8952,0.7883,0.8639,0.885,0.8667,0.892,0.8897,0.9009,0.8989,0.9062,0.8616,0.6655,0.901,0.9115,0.8914,0.9038,0.8462,0.9048,0.9033,0.8694,0.8964
cg21964798,0.9396,0.5728,0.9444,0.5461,0.9414,0.9105,0.9647,0.9729,0.9633,0.9688,0.936,0.96455,0.9567,0.9553,0.9438,0.9595,0.9778,0.9708,0.9635,0.9703,0.9692,0.9657,0.9641,0.963,0.9594
cg19590591,0.5304,0.182,0.9351,0.8578,0.933,0.9245,0.82,0.9329,0.9256,0.9122,0.8759,0.927325,0.9195,0.8966,0.8884,0.9166,0.8873,0.9203,0.8886,0.9126,0.8357,0.909,0.9077,0.9044,0.903
cg23755933,0.4075,0.1782,0.9568,0.8496,0.9624,0.9258,0.9396,0.9224,0.9096,0.9551,0.922,0.963,0.9407,0.9504,0.8754,0.9546,0.9152,0.9326,0.9229,0.9506,0.8679,0.9484,0.9534,0.9267,0.9228
cg27436324,0.9028,0.3615,0.8909,0.8886,0.9041,0.8965,0.941,0.9066,0.8998,0.9085,0.9008,0.90655,0.9079,0.9176,0.883,0.9085,0.9315,0.9324,0.9301,0.9313,0.8951,0.9203,0.9304,0.9038,0.923
cg10395806,0.9015,0.62,0.9452,0.9411,0.9505,0.8964,0.952,0.9714,0.8989,0.9713,0.901,0.963225,0.9507,0.9633,0.9078,0.9392,0.9743,0.9686,0.9579,0.9653,0.9748,0.9629,0.9651,0.9445,0.9568
cg27565966,0.869,0.0571,0.8762,0.7856,0.8705,0.8632,0.9117,0.8929,0.8279,0.8262,0.8728,0.861175,0.8701,0.8762,0.8705,0.8653,0.9006,0.9006,0.9007,0.9017,0.7335,0.8991,0.8518,0.8736,0.8841
cg05433111,0.8124,0.073,0.8305,0.6461,0.8422,0.8057,0.8599,0.8144,0.7711,0.7166,0.8105,0.735325,0.746,0.8074,0.7848,0.8624,0.8605,0.8011,0.8347,0.8292,0.5087,0.8033,0.6453,0.7996,0.7761
cg12349571,0.931,0.5138,0.9124,0.9199,0.933,0.9082,0.9615,0.9606,0.8837,0.92,0.9126,0.793775,0.9187,0.9231,0.8802,0.9065,0.9657,0.9618,0.9646,0.9737,0.5951,0.9576,0.9512,0.9618,0.9599
cg01666796,0.9524,0.4456,0.9485,0.951,0.96,0.9356,0.9032,0.9798,0.8774,0.9601,0.9614,0.748125,0.9534,0.9445,0.9364,0.9257,0.9671,0.9793,0.962,0.9739,0.4422,0.9533,0.9625,0.9648,0.9668
cg11199827,0.9197,0.2925,0.8945,0.9172,0.883,0.9258,0.9258,0.934,0.9247,0.8998,0.924,0.90145,0.8477,0.8587,0.894,0.8984,0.8856,0.8922,0.8826,0.921,0.896,0.9134,0.9081,0.8478,0.883
cg17441377,0.9593,0.7978,0.9761,0.9667,0.978,0.9449,0.9664,0.9744,0.965,0.9715,0.9766,0.977525,0.9798,0.9804,0.9658,0.9788,0.9833,0.9773,0.9824,0.9805,0.9171,0.9798,0.9561,0.9841,0.9786
cg23730277,0.8873,0.118,0.8832,0.8329,0.8926,0.8674,0.8978,0.8952,0.8367,0.745,0.8212,0.8813,0.838,0.8697,0.8624,0.8834,0.9064,0.8716,0.8999,0.9166,0.8845,0.9062,0.9074,0.8579,0.9002
cg14579184,0.7825,0.0912,0.8119,0.86,0.772,0.7924,0.912,0.8793,0.8788,0.8718,0.8669,0.85085,0.8764,0.8792,0.8516,0.8763,0.919,0.9096,0.9076,0.9056,0.9,0.9051,0.8407,0.875,0.9131
cg26318872,0.8964,0.1252,0.8826,0.8803,0.8937,0.8825,0.9156,0.8671,0.6794,0.9064,0.9039,0.838575,0.8833,0.894,0.8558,0.8923,0.9088,0.9169,0.8003,0.8646,0.8632,0.8829,0.8991,0.8317,0.8937
cg16931707,0.903,0.2896,0.904,0.8979,0.9063,0.9071,0.8862,0.9052,0.8037,0.8394,0.8808,0.891225,0.8723,0.874,0.8426,0.8877,0.9136,0.9074,0.9222,0.9338,0.9144,0.9333,0.9228,0.9305,0.9299
cg04315214,0.829,0.3837,0.9173,0.8759,0.9472,0.9098,0.9852,0.9163,0.774,0.9593,0.7922,0.968475,0.9693,0.9633,0.893,0.9573,0.9182,0.8427,0.9159,0.9077,0.9064,0.9042,0.9391,0.9102,0.9264
cg13918804,0.4839,0.4114,0.6527,0.6211,0.6661,0.5261,0.726,0.5146,0.5757,0.8265,0.4912,0.793825,0.8543,0.812,0.6186,0.826,0.6785,0.6916,0.789,0.781,0.7584,0.6488,0.6985,0.7752,0.6862
cg08817507,0.9383,0.4198,0.9329,0.9347,0.9334,0.9227,0.9729,0.6035,0.9395,0.9593,0.945,0.94035,0.9414,0.9204,0.8446,0.9166,0.7614,0.949,0.9169,0.9489,0.9303,0.9654,0.9384,0.9368,0.9594
cg23881099,0.9374,0.4661,0.9201,0.9166,0.9144,0.9225,0.967,0.7571,0.9186,0.9198,0.9163,0.928825,0.9263,0.9116,0.8098,0.8806,0.8604,0.9432,0.9356,0.9501,0.9289,0.9619,0.9364,0.9357,0.9572
cg10842070,0.9556,0.5261,0.7806,0.9421,0.916,0.9481,0.9775,0.9756,0.471,0.9407,0.9476,0.950125,0.9562,0.9507,0.9171,0.9451,0.9802,0.981,0.9667,0.975,0.9588,0.9747,0.9615,0.9711,0.9766
cg05898333,0.8708,0.4513,0.6631,0.8258,0.762,0.8591,0.9064,0.8161,0.415,0.8707,0.8221,0.70195,0.7981,0.8159,0.7997,0.863,0.836,0.8579,0.7877,0.8147,0.7375,0.7866,0.7899,0.813,0.8236
cg14060402,0.8956,0.0749,0.8983,0.8991,0.9009,0.8827,0.6643,0.867,0.777,0.8119,0.8514,0.8884,0.7791,0.8013,0.8377,0.871,0.8943,0.9104,0.9071,0.9172,0.8296,0.9224,0.9064,0.8778,0.9095
cg11193201,0.6912,0.0643,0.8538,0.8532,0.8748,0.7975,0.7838,0.8758,0.8271,0.8758,0.8705,0.874175,0.8791,0.9148,0.8446,0.8763,0.8576,0.8867,0.897,0.9,0.8945,0.8758,0.9,0.8052,0.8997
cg11020333,0.9246,0.3639,0.9185,0.914,0.926,0.92,0.9468,0.9191,0.8238,0.9197,0.9255,0.83165,0.925,0.9182,0.9106,0.913,0.934,0.9326,0.9225,0.9236,0.9078,0.9264,0.6863,0.9023,0.9211
cg06091647,0.9033,0.2797,0.8787,0.6577,0.8809,0.8986,0.9418,0.9408,0.9254,0.9223,0.8862,0.86765,0.8992,0.8967,0.896,0.9127,0.9414,0.9075,0.9137,0.8784,0.8909,0.89,0.841,0.8954,0.9145
cg10067737,0.9438,0.4288,0.9429,0.9371,0.9432,0.9429,0.9289,0.9284,0.9334,0.8871,0.9408,0.933075,0.9087,0.9256,0.9195,0.9498,0.9428,0.9374,0.886,0.9332,0.9411,0.922,0.9243,0.895,0.927
cg18445426,0.9388,0.524,0.9247,0.9228,0.927,0.9237,0.9425,0.9401,0.9108,0.8732,0.9198,0.927475,0.9233,0.9117,0.8892,0.9201,0.942,0.9461,0.9278,0.9491,0.9385,0.9354,0.9432,0.9333,0.947
cg18092363,0.9724,0.8047,0.9709,0.9732,0.975,0.9765,0.9887,0.9614,0.9042,0.931,0.9751,0.976,0.9821,0.9845,0.9758,0.9724,0.9802,0.9695,0.9753,0.9755,0.975,0.9722,0.9762,0.9643,0.9745
cg02231062,0.7756,0.1139,0.7167,0.8525,0.8116,0.845,0.8828,0.8982,0.7573,0.8904,0.873,0.886375,0.8751,0.8758,0.862,0.8754,0.909,0.889,0.895,0.8855,0.9024,0.8928,0.891,0.8802,0.9004
cg25314733,0.8659,0.3488,0.8985,0.8876,0.9148,0.8894,0.9216,0.9161,0.9057,0.9032,0.8949,0.876325,0.8473,0.9049,0.8852,0.8763,0.9138,0.9173,0.9158,0.9232,0.8991,0.9066,0.9053,0.903,0.915
cg04576021,0.8032,0.153,0.9011,0.8589,0.9082,0.7852,0.9335,0.8646,0.9217,0.869,0.8843,0.84905,0.8593,0.8427,0.8883,0.8448,0.8762,0.9222,0.8528,0.8395,0.8366,0.9155,0.9203,0.8767,0.8001
cg27224881,0.901,0.2071,0.8702,0.8739,0.847,0.8769,0.8942,0.7871,0.8577,0.8418,0.902,0.901825,0.8939,0.8747,0.8462,0.8871,0.8182,0.8896,0.893,0.9103,0.8916,0.9154,0.9064,0.8785,0.8953
cg22045055,0.7379,0.148,0.8647,0.8904,0.8642,0.8933,0.8307,0.885,0.8814,0.8903,0.8953,0.876225,0.9035,0.91,0.8057,0.9076,0.8858,0.8842,0.8726,0.8601,0.8559,0.8933,0.877,0.8439,0.8218
cg16695253,0.5146,0.0526,0.8376,0.4846,0.8514,0.8779,0.923,0.9052,0.7412,0.9006,0.8948,0.90005,0.8911,0.9156,0.8674,0.9134,0.9124,0.8976,0.8882,0.9039,0.8562,0.9058,0.8973,0.8745,0.91
cg16471167,0.3178,0.0719,0.5294,0.3167,0.5584,0.6704,0.8127,0.7897,0.631,0.8815,0.7844,0.77075,0.8339,0.856,0.7738,0.8654,0.8104,0.7635,0.7316,0.7256,0.7375,0.7917,0.7702,0.7383,0.7885
cg16256592,0.8812,0.3436,0.8741,0.8527,0.8786,0.8671,0.7721,0.8811,0.8196,0.8308,0.8585,0.742525,0.8501,0.8412,0.8428,0.8824,0.8648,0.8569,0.8936,0.8406,0.8836,0.8817,0.8612,0.8242,0.8667
cg02027263,0.899,0.27,0.8977,0.8591,0.8969,0.8944,0.9304,0.8914,0.8645,0.87,0.8579,0.6931,0.837,0.9056,0.8685,0.8809,0.882,0.9312,0.9169,0.9277,0.9147,0.9204,0.9107,0.8997,0.921
cg16280667,0.861,0.0701,0.5916,0.8597,0.8342,0.8836,0.9142,0.8792,0.7153,0.8938,0.8663,0.86995,0.8699,0.8752,0.8536,0.8555,0.9108,0.8658,0.8957,0.8737,0.8889,0.8681,0.8649,0.8355,0.8868
cg26164712,0.8543,0.0602,0.5211,0.8434,0.7842,0.84,0.9187,0.8103,0.685,0.8965,0.7905,0.79245,0.8363,0.8596,0.7404,0.8489,0.8661,0.8824,0.8762,0.8449,0.8599,0.8416,0.8087,0.8335,0.8715
cg11872040,0.9521,0.5789,0.9412,0.9302,0.8904,0.9527,0.9665,0.9329,0.786,0.9567,0.9543,0.9494,0.94,0.9529,0.9198,0.9603,0.9623,0.9541,0.9586,0.9486,0.8639,0.9485,0.9157,0.9319,0.9502
cg27579854,0.8918,0.3688,0.8009,0.8051,0.7549,0.8824,0.9036,0.8935,0.7239,0.9032,0.8916,0.8614,0.8897,0.889,0.8539,0.8977,0.9281,0.8637,0.8953,0.8684,0.8058,0.8639,0.8362,0.841,0.8738
cg07493874,0.9296,0.4478,0.8252,0.92,0.9304,0.9231,0.9504,0.9394,0.9411,0.9504,0.9333,0.897975,0.9056,0.9441,0.9011,0.9221,0.9389,0.913,0.8837,0.9032,0.9129,0.9069,0.9062,0.8291,0.9166
cg14733637,0.9139,0.5814,0.8489,0.9189,0.9094,0.9231,0.8881,0.9232,0.9473,0.9331,0.9014,0.900375,0.9297,0.9364,0.8928,0.9231,0.9066,0.9075,0.8756,0.9068,0.8741,0.8988,0.8997,0.8392,0.9062
cg05905124,0.9019,0.5172,0.6227,0.8483,0.7337,0.8816,0.9132,0.8783,0.8197,0.9059,0.8765,0.8502,0.8782,0.9058,0.8191,0.8666,0.8822,0.9415,0.8582,0.8891,0.8841,0.8928,0.8911,0.8338,0.8909
cg09799039,0.9188,0.5167,0.904,0.9089,0.9039,0.9188,0.965,0.9277,0.7575,0.9351,0.9411,0.92925,0.9271,0.939,0.9051,0.9232,0.9694,0.9613,0.9526,0.9101,0.9491,0.9269,0.9412,0.9087,0.9585
cg11160673,0.6082,0.0614,0.8842,0.7945,0.8946,0.8347,0.8179,0.8773,0.8578,0.8737,0.8278,0.88535,0.8446,0.809,0.8079,0.6938,0.8887,0.8881,0.894,0.9234,0.8976,0.927,0.9156,0.8968,0.9169
cg07110949,0.966,0.9285,0.3816,0.9519,0.6097,0.9604,0.9825,0.9714,0.9597,0.976,0.9754,0.968875,0.9622,0.9719,0.9505,0.977,0.9816,0.9721,0.9769,0.9722,0.9792,0.9765,0.9734,0.9435,0.9755
cg21565496,0.9626,0.9678,0.3946,0.9513,0.5911,0.9532,0.9858,0.9749,0.933,0.9642,0.9699,0.98135,0.973,0.9716,0.9414,0.9567,0.9826,0.9558,0.9666,0.9529,0.978,0.9729,0.9735,0.9565,0.9742
cg27128883,0.975,0.9019,0.6276,0.966,0.8926,0.9703,0.9813,0.9747,0.9853,0.9632,0.9824,0.977175,0.9457,0.9819,0.9722,0.9814,0.9838,0.9744,0.9734,0.9773,0.9797,0.9762,0.9773,0.9786,0.9789
cg09276842,0.9661,0.9401,0.6275,0.9554,0.8719,0.9636,0.9811,0.9621,0.9564,0.9599,0.9505,0.9739,0.9715,0.9675,0.9412,0.9514,0.9745,0.9701,0.9721,0.9611,0.9775,0.9756,0.9755,0.9707,0.9783
cg15039797,0.9728,0.9708,0.322,0.308,0.6911,0.9701,0.979,0.9621,0.8789,0.9707,0.9753,0.97765,0.9752,0.9718,0.9498,0.9733,0.9762,0.9704,0.9749,0.9732,0.9756,0.9728,0.9737,0.9738,0.964
cg21387735,0.971,0.9683,0.5453,0.8359,0.6671,0.9699,0.9743,0.9729,0.9447,0.9707,0.9734,0.975425,0.9693,0.9752,0.9524,0.9747,0.9793,0.9744,0.9727,0.9613,0.9704,0.9747,0.9707,0.9708,0.9726
cg19001909,0.9618,0.9598,0.1861,0.9184,0.2252,0.9585,0.9867,0.9609,0.9367,0.9581,0.9378,0.93445,0.9195,0.935,0.9016,0.8009,0.9602,0.9357,0.9628,0.9459,0.9638,0.9497,0.9608,0.9513,0.9623
cg23635663,0.9618,0.9524,0.6505,0.9439,0.9068,0.9553,0.9792,0.9697,0.9586,0.966,0.9571,0.973075,0.9357,0.9569,0.9372,0.9515,0.9786,0.961,0.9674,0.9654,0.9752,0.9689,0.97,0.96,0.9694
cg11236515,0.9798,0.9303,0.1535,0.8898,0.2584,0.9736,0.987,0.9764,0.9252,0.9829,0.9033,0.982375,0.9888,0.9878,0.9432,0.8385,0.9712,0.8658,0.9448,0.8818,0.9555,0.7958,0.9368,0.6837,0.9381
cg07876450,0.9618,0.9673,0.7097,0.9564,0.9551,0.9556,0.9821,0.8936,0.9719,0.9659,0.9668,0.976775,0.9512,0.9599,0.9382,0.9701,0.962,0.9701,0.9647,0.9793,0.9823,0.9794,0.9713,0.9791,0.9757
cg24885442,0.9596,0.953,0.6642,0.9472,0.9387,0.9466,0.9852,0.864,0.9624,0.9592,0.9561,0.9703,0.9525,0.9698,0.9132,0.9603,0.9549,0.9721,0.9568,0.9751,0.9813,0.9786,0.9653,0.9766,0.9734
cg10730425,0.9726,0.9666,0.5552,0.9674,0.5616,0.9708,0.9247,0.9717,0.9097,0.9717,0.9717,0.9683,0.9678,0.9568,0.9545,0.959,0.9598,0.9694,0.9446,0.9601,0.9653,0.9641,0.9658,0.9723,0.9699
cg12419766,0.9562,0.9602,0.5913,0.9428,0.8727,0.9543,0.9816,0.9773,0.9576,0.8236,0.9519,0.95875,0.9709,0.9416,0.9413,0.9601,0.9743,0.9363,0.9649,0.9096,0.9723,0.9546,0.9689,0.9639,0.9694
cg26003388,0.9698,0.9596,0.5508,0.9328,0.6721,0.9578,0.9736,0.8735,0.9763,0.9483,0.976,0.970525,0.9607,0.9754,0.9409,0.982,0.8495,0.9461,0.9608,0.9585,0.9749,0.974,0.9681,0.9694,0.9698
cg07876450,0.9618,0.9673,0.7097,0.9564,0.9551,0.9556,0.9821,0.8936,0.9719,0.9659,0.9668,0.976775,0.9512,0.9599,0.9382,0.9701,0.962,0.9701,0.9647,0.9793,0.9823,0.9794,0.9713,0.9791,0.9757
cg24885442,0.9596,0.953,0.6642,0.9472,0.9387,0.9466,0.9852,0.864,0.9624,0.9592,0.9561,0.9703,0.9525,0.9698,0.9132,0.9603,0.9549,0.9721,0.9568,0.9751,0.9813,0.9786,0.9653,0.9766,0.9734
cg16452866,0.9668,0.9594,0.0768,0.9381,0.1375,0.965,0.9737,0.9575,0.2786,0.943,0.9583,0.96915,0.9507,0.9703,0.9254,0.9598,0.9679,0.9212,0.8833,0.8441,0.9241,0.9333,0.9505,0.9303,0.9506
cg01154505,0.9713,0.8276,0.2777,0.954,0.7242,0.9696,0.9897,0.9649,0.803,0.9345,0.8841,0.8733,0.9638,0.9732,0.9332,0.9788,0.9794,0.9465,0.9687,0.8983,0.9147,0.9637,0.4209,0.9481,0.9598
cg03388043,0.9528,0.9436,0.0441,0.7723,0.0448,0.9411,0.9651,0.9411,0.8146,0.9504,0.9445,0.967575,0.9543,0.9541,0.8628,0.9561,0.9514,0.8254,0.8902,0.8384,0.9223,0.9,0.9014,0.8488,0.9081
cg10505658,0.8414,0.8108,0.1099,0.577,0.1056,0.8144,0.8857,0.7317,0.6887,0.8267,0.7956,0.793175,0.7551,0.8077,0.7113,0.8266,0.7446,0.7249,0.6971,0.6609,0.8181,0.7801,0.7862,0.74,0.7689
cg01877778,0.9727,0.974,0.7193,0.9658,0.6938,0.9735,0.9849,0.9766,0.9791,0.8946,0.9765,0.980825,0.9826,0.9801,0.9656,0.9735,0.9854,0.9695,0.9801,0.9838,0.9836,0.9823,0.9801,0.981,0.9777
cg11848483,0.9278,0.9056,0.1172,0.8846,0.267,0.9179,0.9353,0.8993,0.9199,0.9291,0.9297,0.923375,0.9402,0.9318,0.8642,0.851,0.9225,0.8841,0.9086,0.8603,0.9186,0.8936,0.9101,0.8452,0.9109
cg12044599,0.9681,0.7166,0.1768,0.7987,0.3189,0.9647,0.9898,0.912,0.9087,0.9823,0.9562,0.96815,0.9704,0.9786,0.8535,0.9802,0.9241,0.8266,0.8768,0.8273,0.9279,0.8863,0.8933,0.8363,0.8996
